Call ID,Call Date,Call Time,Time Answered,Agent ID,Restaurant ID,Covers Booked,Booking Contact Name,Call Outcome,
63,2023-11-01,09:38:01,09:38:14,14,rest007,1,Gilles Ratley,Booking completed,
64,2023-11-01,11:51:59,11:52:44,6,rest039,1,Lizabeth Rustman,Booking completed,
65,2023-11-01,10:44:57,10:45:41,7,rest037,1,April Newiss,Booking completed,
66,2023-11-01,09:36:18,09:36:34,23,rest019,1,Roderic Jurasek,Booking completed,
67,2023-11-01,18:42:14,18:42:38,10,rest013,1,Patience Leggat,Booking completed,
68,2023-11-01,17:52:53,17:53:34,18,rest022,1,Priscilla Mander,Booking completed,
69,2023-11-01,08:01:23,08:01:49,23,rest029,1,Elias Thurstance,Booking completed,
70,2023-11-01,12:11:03,12:11:29,15,rest025,1,Lesly Nimmo,Booking completed,
71,2023-11-01,19:11:44,19:11:52,23,rest009,1,Brana Penton,Booking completed,
72,2023-11-01,20:47:26,20:48:10,6,rest005,1,Johannah Francello,Booking completed,
73,2023-11-01,15:47:15,15:47:39,16,rest001,1,Rochella Baxandall,Booking completed,
74,2023-11-01,19:56:08,19:56:51,17,rest005,1,Courtenay Kalewe,Booking completed,
75,2023-11-01,20:22:39,20:23:02,12,rest037,1,Cariotta Viney,Booking completed,
76,2023-11-01,19:46:56,19:46:59,15,rest022,1,Debor Basler,Booking completed,
77,2023-11-01,15:06:40,15:06:51,10,rest021,1,Joana Drewett,Booking completed,
78,2023-11-01,15:58:19,15:58:20,24,rest027,1,Bethina Marconi,Booking completed,
79,2023-11-01,17:49:45,17:50:28,17,rest024,1,Gunter McCurtin,Booking completed,
80,2023-11-01,18:10:51,18:11:24,18,rest034,1,Abdel Sayward,Booking completed,
81,2023-11-01,13:08:17,13:08:18,10,rest037,1,Agnesse Varvell,Booking completed,
82,2023-11-01,14:43:17,14:43:50,21,rest030,1,Darya Tourville,Booking completed,
83,2023-11-01,10:27:18,10:27:50,21,rest012,1,Amalia Orneblow,Booking completed,
84,2023-11-01,09:06:48,09:07:03,10,rest039,1,Laney Rubinsztein,Booking completed,
85,2023-11-01,10:15:11,10:15:53,24,rest024,1,Gayle Lulham,Booking completed,
86,2023-11-01,08:41:00,08:41:19,20,rest037,1,Rodrigo Stert,Booking completed,
87,2023-11-01,11:57:26,11:58:04,14,rest018,1,Tani Thorndale,Booking completed,
88,2023-11-01,19:44:20,19:44:56,17,rest024,1,Kendre Schuchmacher,Booking completed,
89,2023-11-01,14:48:56,14:49:38,7,rest039,1,Staford Fewlass,Booking completed,
90,2023-11-01,10:02:23,10:03:07,5,rest019,1,Maxy Spittal,Booking completed,
91,2023-11-01,20:08:40,20:09:01,7,rest019,1,Garret Rusbridge,Booking completed,
92,2023-11-01,13:50:45,13:51:04,24,rest010,1,Dela Patis,Booking completed,
93,2023-11-01,19:38:07,19:38:48,9,rest010,1,Nelly Goodinson,Booking completed,
94,2023-11-01,10:03:33,10:03:44,23,rest011,1,Bride Browne,Booking completed,
95,2023-11-01,16:49:08,16:49:17,19,rest014,1,Dareen Dunnan,Booking completed,
96,2023-11-01,18:47:54,18:47:59,11,rest022,1,Brand Hassen,Booking completed,
97,2023-11-01,08:57:57,08:58:05,22,rest010,1,Korey Borles,Booking completed,
98,2023-11-01,09:55:27,09:55:58,14,rest016,1,Ambrosius Stiling,Booking completed,
99,2023-11-01,17:16:59,17:17:27,15,rest016,1,Grace Aleksashin,Booking completed,
100,2023-11-01,15:21:43,15:22:26,13,rest007,1,Brandon McCard,Booking completed,
101,2023-11-01,14:10:41,14:10:51,18,rest028,1,Brigg Oldham,Booking completed,
102,2023-11-01,09:07:01,09:07:14,15,rest039,1,Dee Cockshoot,Booking completed,
103,2023-11-01,14:33:12,14:33:14,23,rest016,1,Rana Tilio,Booking completed,
104,2023-11-01,09:01:51,09:02:31,13,rest003,1,Georgianne Turrill,Booking completed,
105,2023-11-01,11:49:39,11:50:11,18,rest018,1,Elmer Stedell,Booking completed,
106,2023-11-01,17:09:44,17:10:07,23,rest010,1,Viviana Merriman,Booking completed,
107,2023-11-01,14:51:45,14:52:14,10,rest035,2,Sayre Pinnijar,Booking completed,
108,2023-11-01,10:22:57,10:23:30,16,rest023,2,Dorree Kemme,Booking completed,
109,2023-11-01,17:23:06,17:23:29,24,rest016,2,Kailey Richardeau,Booking completed,
110,2023-11-01,09:44:03,09:44:30,16,rest022,2,Constantin D'Cruze,Booking completed,
111,2023-11-01,18:19:28,18:19:31,11,rest036,2,Josepha Burchard,Booking completed,
112,2023-11-01,12:25:31,12:25:39,18,rest012,2,Ephrem Bolan,Booking completed,
113,2023-11-01,19:20:42,19:21:23,6,rest035,2,Bruce Fernley,Booking completed,
114,2023-11-01,10:03:00,10:03:24,11,rest035,2,Cristina Valadez,Booking completed,
115,2023-11-01,20:07:58,20:08:02,8,rest038,2,Guillema Akester,Booking completed,
116,2023-11-01,14:50:29,14:50:53,17,rest035,2,Elisa Baigrie,Booking completed,
117,2023-11-01,16:12:51,16:13:07,10,rest021,2,Hannah Crickmoor,Booking completed,
118,2023-11-01,14:12:41,14:12:56,6,rest039,2,Gwenette Leer,Booking completed,
119,2023-11-01,08:08:30,08:08:52,6,rest017,2,Saunders Pudden,Booking completed,
120,2023-11-01,10:04:10,10:04:26,21,rest022,2,Gwennie Bernardino,Booking completed,
121,2023-11-01,19:31:26,19:31:39,17,rest024,2,Bertrand McClements,Booking completed,
122,2023-11-01,17:00:36,17:00:38,6,rest033,2,Devi Dewbury,Booking completed,
123,2023-11-01,08:50:53,08:51:32,16,rest029,2,Bert Syvret,Booking completed,
124,2023-11-01,11:41:31,11:42:13,9,rest015,2,Lizabeth Corbould,Booking completed,
125,2023-11-01,19:57:23,19:57:30,13,rest029,2,Deane Eaton,Booking completed,
126,2023-11-01,08:22:37,08:23:17,18,rest013,2,Kristos Kield,Booking completed,
127,2023-11-01,16:36:06,16:36:08,17,rest010,2,Jania Hancox,Booking completed,
128,2023-11-01,10:04:07,10:04:23,17,rest040,2,Justine Petrenko,Booking completed,
129,2023-11-01,12:05:59,12:06:07,12,rest031,2,Aaren Bester,Booking completed,
130,2023-11-01,16:49:35,16:50:13,7,rest024,2,Maridel Lanaway,Booking completed,
131,2023-11-01,15:04:51,15:04:54,23,rest039,2,Arlyn Mahady,Booking completed,
132,2023-11-01,20:09:10,20:09:22,12,rest018,2,Zena Houlson,Booking completed,
133,2023-11-01,12:16:59,12:17:01,9,rest011,2,Wilow Cicchinelli,Booking completed,
134,2023-11-01,08:38:48,08:39:19,14,rest019,2,Merle Bartkiewicz,Booking completed,
135,2023-11-01,08:20:12,08:20:21,9,rest039,2,Annecorinne Kerin,Booking completed,
136,2023-11-01,13:51:02,13:51:17,20,rest034,2,Mechelle BURWIN,Booking completed,
137,2023-11-01,13:39:29,13:39:33,5,rest015,2,Zacharia Creedland,Booking completed,
138,2023-11-01,19:53:15,19:53:59,12,rest026,2,Cissy Kingham,Booking completed,
139,2023-11-01,09:04:18,09:04:55,20,rest026,2,Helene Rolstone,Booking completed,
140,2023-11-01,15:47:44,15:48:26,21,rest026,2,Frank Zuan,Booking completed,
141,2023-11-01,11:51:49,11:51:51,18,rest013,2,April Byart,Booking completed,
142,2023-11-01,17:33:10,17:33:44,9,rest023,2,Holli Purbrick,Booking completed,
143,2023-11-01,12:59:50,13:00:30,7,rest005,2,Zacharias Torrans,Booking completed,
144,2023-11-01,09:03:26,09:03:27,16,rest031,2,Merle Skeemor,Booking completed,
145,2023-11-01,11:59:36,12:00:21,11,rest025,2,Esther Lealle,Booking completed,
146,2023-11-01,10:50:52,10:51:25,21,rest026,2,Amie Wixey,Booking completed,
147,2023-11-01,11:08:16,11:08:40,6,rest033,2,Bobbie Scougall,Booking completed,
148,2023-11-01,09:44:35,09:45:02,15,rest020,2,Magdalene Waison,Booking completed,
149,2023-11-01,10:43:35,10:43:58,12,rest022,2,Rowney Haquin,Booking completed,
150,2023-11-01,12:09:32,12:09:37,18,rest008,2,Elena Poleykett,Booking completed,
151,2023-11-01,09:03:33,09:03:42,12,rest040,2,Pietro Watsam,Booking completed,
152,2023-11-01,10:19:01,10:19:34,17,rest014,2,Pieter Barkas,Booking completed,
153,2023-11-01,08:33:30,08:33:44,11,rest014,2,Evin Janney,Booking completed,
154,2023-11-01,20:49:22,20:49:49,9,rest030,2,Wren Giddins,Booking completed,
155,2023-11-01,14:55:39,14:56:04,9,rest018,2,Aldo McBrier,Booking completed,
156,2023-11-01,20:11:13,20:11:57,23,rest024,2,Toddy Ciottoi,Booking completed,
157,2023-11-01,14:34:06,14:34:42,12,rest029,2,Lindi Labarre,Booking completed,
158,2023-11-01,09:27:35,09:27:51,10,rest038,2,Shelby Conti,Booking completed,
159,2023-11-01,17:56:13,17:56:57,19,rest010,2,Lazar Pibsworth,Booking completed,
160,2023-11-01,18:30:16,18:30:41,17,rest018,2,Sigfrid Laingmaid,Booking completed,
161,2023-11-01,18:07:08,18:07:35,21,rest010,2,North Stent,Booking completed,
162,2023-11-01,17:41:50,17:42:12,11,rest027,2,Roanna Colledge,Booking completed,
163,2023-11-01,10:25:50,10:26:19,19,rest004,2,Moe Kinnett,Booking completed,
164,2023-11-01,17:19:54,17:20:31,5,rest040,2,Karina Plumbe,Booking completed,
165,2023-11-01,15:57:39,15:58:11,10,rest038,2,Hart Gettens,Booking completed,
166,2023-11-01,09:09:43,09:09:51,24,rest030,2,Shawn Spurgeon,Booking completed,
167,2023-11-01,20:25:01,20:25:10,15,rest019,2,Marsh O'Sharkey,Booking completed,
168,2023-11-01,19:24:13,19:24:37,7,rest024,2,Clerc Lowbridge,Booking completed,
169,2023-11-01,17:36:57,17:37:40,10,rest021,2,Ophelie Paquet,Booking completed,
170,2023-11-01,09:10:08,09:10:24,6,rest037,2,Francois Schumacher,Booking completed,
171,2023-11-01,18:53:42,18:54:17,23,rest005,2,Erl Charleston,Booking completed,
172,2023-11-01,09:29:41,09:30:24,18,rest001,2,Trudie Langfield,Booking completed,
173,2023-11-01,16:45:52,16:46:31,15,rest006,2,Judah Bockh,Booking completed,
174,2023-11-01,11:14:49,11:15:16,18,rest020,2,Kristen Stobo,Booking completed,
175,2023-11-01,16:49:58,16:50:21,21,rest030,2,Dani Silverman,Booking completed,
176,2023-11-01,12:12:45,12:12:51,14,rest023,2,Gardy Joust,Booking completed,
177,2023-11-01,20:20:37,20:21:13,8,rest008,2,Raul Strotton,Booking completed,
178,2023-11-01,11:58:58,11:59:14,20,rest009,2,Ginger Balog,Booking completed,
179,2023-11-01,10:16:12,10:16:40,22,rest003,2,Karita Maharg,Booking completed,
180,2023-11-01,12:00:37,12:01:22,21,rest023,2,Frederico Ferreli,Booking completed,
181,2023-11-01,11:26:02,11:26:03,13,rest007,2,Gilbert Swetmore,Booking completed,
182,2023-11-01,09:19:08,09:19:16,14,rest029,2,Tania Wolfenden,Booking completed,
183,2023-11-01,17:17:37,17:18:09,16,rest028,2,Katti Rapport,Booking completed,
184,2023-11-01,15:35:22,15:35:25,20,rest035,2,Kalle Brade,Booking completed,
185,2023-11-01,10:55:28,10:56:13,14,rest019,2,Ardelia Switsur,Booking completed,
186,2023-11-01,15:25:51,15:25:53,10,rest026,2,Terza Fathers,Booking completed,
187,2023-11-01,11:49:53,11:50:16,10,rest020,2,Raimondo Grinnikov,Booking completed,
188,2023-11-01,17:28:44,17:29:26,7,rest028,2,Edwin Danielsen,Booking completed,
189,2023-11-01,11:29:28,11:30:09,13,rest004,2,Isidora Geggus,Booking completed,
190,2023-11-01,09:19:52,09:20:23,18,rest035,2,Larina Delamaine,Booking completed,
191,2023-11-01,20:08:47,20:09:19,14,rest005,2,Gayel Cummings,Booking completed,
192,2023-11-01,09:25:48,09:26:22,20,rest031,2,Ira Surmeyer,Booking completed,
193,2023-11-01,20:06:16,20:06:26,20,rest029,2,Jonathan Leaney,Booking completed,
194,2023-11-01,19:18:04,19:18:33,14,rest037,2,Karel Weine,Booking completed,
195,2023-11-01,08:44:30,08:45:15,22,rest002,2,Brandais Mazzey,Booking completed,
196,2023-11-01,12:44:55,12:45:07,6,rest006,2,Leone Mein,Booking completed,
197,2023-11-01,17:53:13,17:53:16,19,rest008,2,Jud Milmoe,Booking completed,
198,2023-11-01,11:32:09,11:32:24,7,rest021,2,Mart Basnett,Booking completed,
199,2023-11-01,13:18:58,13:19:40,13,rest035,2,Liza Cassel,Booking completed,
200,2023-11-01,19:34:38,19:34:55,24,rest031,2,Kirstyn Jaqueminet,Booking completed,
201,2023-11-01,09:37:29,09:37:49,7,rest033,2,Avram Kirtley,Booking completed,
202,2023-11-01,11:13:13,11:13:29,14,rest019,2,Oneida Orgill,Booking completed,
203,2023-11-01,18:16:25,18:16:58,13,rest009,2,Willem Biddleston,Booking completed,
204,2023-11-01,19:09:24,19:09:28,22,rest020,2,Dimitri Prazer,Booking completed,
205,2023-11-01,11:30:08,11:30:43,19,rest017,2,Welby Nicholls,Booking completed,
206,2023-11-01,18:34:49,18:34:57,21,rest009,2,Gerianne Shopcott,Booking completed,
207,2023-11-01,10:09:10,10:09:46,13,rest029,2,Woodman Sach,Booking completed,
208,2023-11-01,18:59:15,18:59:23,19,rest016,2,Syman McQuilliam,Booking completed,
209,2023-11-01,16:21:21,16:21:24,14,rest029,2,Ranee Eivers,Booking completed,
210,2023-11-01,10:40:34,10:40:47,21,rest033,2,Ana Ciccoloi,Booking completed,
211,2023-11-01,15:44:53,15:45:24,6,rest017,2,Samuel Oakly,Booking completed,
212,2023-11-01,17:19:02,17:19:19,19,rest017,2,Vachel Sparrow,Booking completed,
213,2023-11-01,16:18:18,16:18:52,8,rest012,2,Franny MacMearty,Booking completed,
214,2023-11-01,10:03:24,10:03:42,21,rest034,2,Norma Keppe,Booking completed,
215,2023-11-01,08:02:20,08:03:04,24,rest027,2,Thomasa Clewer,Booking completed,
216,2023-11-01,16:30:46,16:30:48,18,rest040,2,Brigida Looks,Booking completed,
217,2023-11-01,11:10:45,11:11:19,8,rest016,2,Larisa Dines,Booking completed,
218,2023-11-01,09:43:46,09:43:56,6,rest009,2,Celina Maling,Booking completed,
219,2023-11-01,14:29:48,14:30:28,11,rest012,2,Annabal Bremeyer,Booking completed,
220,2023-11-01,13:03:07,13:03:19,21,rest022,2,Penn Blakeney,Booking completed,
221,2023-11-01,10:04:37,10:05:16,24,rest006,2,Gottfried Eastmead,Booking completed,
222,2023-11-01,10:09:32,10:09:49,22,rest026,2,Buckie Edgeley,Booking completed,
223,2023-11-01,11:33:58,11:34:08,18,rest017,2,Maggie Grasner,Booking completed,
224,2023-11-01,18:35:09,18:35:54,6,rest016,2,Fay Bailess,Booking completed,
225,2023-11-01,09:24:06,09:24:11,18,rest040,2,Helena Dennerley,Booking completed,
226,2023-11-01,08:46:25,08:46:41,15,rest018,2,Kalila Gibbett,Booking completed,
227,2023-11-01,19:41:19,19:41:37,11,rest025,2,Chickie Overpool,Booking completed,
228,2023-11-01,08:57:35,08:57:53,8,rest033,2,Waldemar Ratke,Booking completed,
229,2023-11-01,16:08:48,16:08:54,14,rest024,2,Sarah Alps,Booking completed,
230,2023-11-01,11:56:07,11:56:46,21,rest038,2,Mace Normanvell,Booking completed,
231,2023-11-01,19:35:32,19:36:05,20,rest036,2,Kin Andres,Booking completed,
232,2023-11-01,15:06:36,15:06:48,15,rest007,2,Petronille Bartlomieczak,Booking completed,
233,2023-11-01,16:32:32,16:32:54,14,rest009,2,Hilary Andreu,Booking completed,
234,2023-11-01,11:01:50,11:02:11,12,rest001,2,Cairistiona MacGeffen,Booking completed,
235,2023-11-01,16:50:01,16:50:05,12,rest035,2,Rudolfo Bussell,Booking completed,
236,2023-11-01,11:57:36,11:57:45,13,rest009,2,Nolan Staziker,Booking completed,
237,2023-11-01,08:44:25,08:44:46,14,rest034,2,Claire Gaddie,Booking completed,
238,2023-11-01,18:20:07,18:20:30,16,rest004,2,Fawn Ruddell,Booking completed,
239,2023-11-01,20:13:40,20:14:09,23,rest039,2,Glenn Casella,Booking completed,
240,2023-11-01,11:37:41,11:38:03,14,rest001,2,Archambault Neil,Booking completed,
241,2023-11-01,08:08:12,08:08:25,6,rest036,2,Beatrisa Bartoszek,Booking completed,
242,2023-11-01,09:34:31,09:35:06,22,rest017,2,Hilliary Piechnik,Booking completed,
243,2023-11-01,09:33:27,09:33:57,19,rest012,2,Yorker Kirkebye,Booking completed,
244,2023-11-01,13:12:52,13:12:58,19,rest002,2,Leslie Wrates,Booking completed,
245,2023-11-01,17:05:46,17:06:20,14,rest035,2,Carney Muslim,Booking completed,
246,2023-11-01,10:43:43,10:43:49,13,rest015,2,Cull Ricardou,Booking completed,
247,2023-11-01,10:18:54,10:19:27,22,rest031,2,Abagael Sultana,Booking completed,
248,2023-11-01,16:09:34,16:09:56,10,rest017,2,Whitney Mityushkin,Booking completed,
249,2023-11-01,12:21:51,12:21:59,16,rest011,2,Gayla McGuffie,Booking completed,
250,2023-11-01,09:15:57,09:16:19,9,rest023,2,Melli Matejka,Booking completed,
251,2023-11-01,14:36:41,14:37:06,7,rest024,2,Laverne Auchinleck,Booking completed,
252,2023-11-01,15:29:28,15:30:13,10,rest021,2,Haskel Reinbech,Booking completed,
253,2023-11-01,09:39:54,09:40:18,14,rest026,2,Thorn Tressler,Booking completed,
254,2023-11-01,08:09:42,08:10:04,14,rest014,2,Philis Saunder,Booking completed,
255,2023-11-01,12:34:51,12:35:32,9,rest020,2,Thia Carik,Booking completed,
256,2023-11-01,15:53:34,15:54:06,8,rest036,2,Kilian Titterington,Booking completed,
257,2023-11-01,11:37:23,11:38:01,17,rest040,2,Papageno Dumbleton,Booking completed,
258,2023-11-01,12:46:53,12:46:57,18,rest032,2,Kaylyn Catterson,Booking completed,
259,2023-11-01,08:29:15,08:29:24,8,rest020,2,Bertha Treadgold,Booking completed,
260,2023-11-01,10:52:55,10:53:31,17,rest037,2,Urson Yemm,Booking completed,
261,2023-11-01,11:53:43,11:54:00,22,rest031,2,Koenraad Tibb,Booking completed,
262,2023-11-01,10:04:58,10:05:13,15,rest039,2,Esmaria Raddenbury,Booking completed,
263,2023-11-01,19:02:17,19:02:36,17,rest013,2,Sayre Coldbathe,Booking completed,
264,2023-11-01,19:21:32,19:21:35,19,rest012,2,Barb Wilkenson,Booking completed,
265,2023-11-01,14:38:33,14:38:47,8,rest008,2,Bruno Huntington,Booking completed,
266,2023-11-01,13:02:43,13:03:13,5,rest020,2,Artemus Cleyne,Booking completed,
267,2023-11-01,12:40:10,12:40:32,9,rest019,2,Annnora Gherarducci,Booking completed,
268,2023-11-01,08:13:03,08:13:47,9,rest038,2,Pippa Flobert,Booking completed,
269,2023-11-01,19:38:13,19:38:51,13,rest036,2,Lyndsey Jonuzi,Booking completed,
270,2023-11-01,17:11:49,17:12:34,21,rest019,2,Fern Toderi,Booking completed,
271,2023-11-01,10:02:20,10:02:23,9,rest005,2,Angelle Letten,Booking completed,
272,2023-11-01,13:44:42,13:44:56,18,rest030,2,Frannie Torry,Booking completed,
273,2023-11-01,14:20:21,14:20:40,15,rest013,2,Mimi Goodyear,Booking completed,
274,2023-11-01,16:20:36,16:20:46,6,rest020,2,Julio Ashington,Booking completed,
275,2023-11-01,08:39:11,08:39:26,6,rest027,2,Mead Coke,Booking completed,
276,2023-11-01,09:23:57,09:24:08,22,rest034,2,Izzy Bottrell,Booking completed,
277,2023-11-01,14:56:10,14:56:38,18,rest036,2,Caesar Rudeforth,Booking completed,
278,2023-11-01,19:00:45,19:01:04,11,rest009,2,Maynard Pietri,Booking completed,
279,2023-11-01,08:14:30,08:15:15,5,rest032,2,Arabella Spinley,Booking completed,
280,2023-11-01,13:17:44,13:17:56,13,rest022,2,Skippie Stanlike,Booking completed,
281,2023-11-01,19:56:34,19:56:59,23,rest017,2,Esther Greason,Booking completed,
282,2023-11-01,12:10:44,12:10:56,20,rest012,2,Carolee Byne,Booking completed,
283,2023-11-01,12:00:07,12:00:08,10,rest039,2,Fedora Durston,Booking completed,
284,2023-11-01,20:19:55,20:20:38,8,rest032,2,Justine Keyworth,Booking completed,
285,2023-11-01,10:20:06,10:20:09,15,rest011,2,Cheston Virgo,Booking completed,
286,2023-11-01,19:13:12,19:13:32,15,rest006,2,Ely Kwietak,Booking completed,
287,2023-11-01,17:09:56,17:10:11,11,rest029,2,Hedda Le Surf,Booking completed,
288,2023-11-01,14:36:07,14:36:45,21,rest036,2,Rey Jantot,Booking completed,
289,2023-11-01,16:37:27,16:37:43,7,rest039,2,Claire Klimushev,Booking completed,
290,2023-11-01,15:38:29,15:39:00,19,rest009,2,Dav Mooreed,Booking completed,
291,2023-11-01,19:53:17,19:53:28,17,rest018,2,Allison Vowells,Booking completed,
292,2023-11-01,17:39:02,17:39:26,14,rest015,2,Odessa Menco,Booking completed,
293,2023-11-01,09:35:00,09:35:22,15,rest030,2,Felice Alfonzo,Booking completed,
294,2023-11-01,08:02:40,08:02:51,16,rest018,2,Jazmin McGuinley,Booking completed,
295,2023-11-01,13:15:21,13:15:24,22,rest007,2,Moyna Beere,Booking completed,
296,2023-11-01,12:55:54,12:56:25,8,rest012,2,Catriona Whight,Booking completed,
297,2023-11-01,18:20:10,18:20:24,13,rest032,2,Klara Depper,Booking completed,
298,2023-11-01,09:27:06,09:27:34,5,rest019,2,Brod Gerler,Booking completed,
299,2023-11-01,13:11:47,13:12:28,9,rest016,2,Tarra Misselbrook,Booking completed,
300,2023-11-01,13:50:42,13:51:15,23,rest024,2,Gwynne Irwin,Booking completed,
301,2023-11-01,14:59:03,14:59:04,8,rest032,2,Malchy Leades,Booking completed,
302,2023-11-01,20:34:12,20:34:54,5,rest033,2,Dianemarie Osgorby,Booking completed,
303,2023-11-01,10:10:05,10:10:20,23,rest008,2,Timi Dahlen,Booking completed,
304,2023-11-01,13:25:11,13:25:50,18,rest021,2,Karrah Woodger,Booking completed,
305,2023-11-01,10:02:03,10:02:38,23,rest012,2,Isiahi Ragdale,Booking completed,
306,2023-11-01,19:35:23,19:35:35,13,rest034,2,Erick Cordelette,Booking completed,
